p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
NEAT11	2.31896360000565e-53	0.639761308210547	0.976	0.943	4.97927864193213e-49	8	NEAT1
SH3BP52	9.61899384439126e-53	0.366233693375073	0.52	0.193	2.06539035826769e-48	8	SH3BP5
RTN41	1.71854055566952e-52	0.470187369560379	0.879	0.469	3.6900502811336e-48	8	RTN4
NFKBID1	1.81586011938314e-52	0.375857481156232	0.693	0.288	3.89901484833948e-48	8	NFKBID
CLINT1	6.99959491564516e-52	0.262322741024174	0.591	0.223	1.50295302028733e-47	8	CLINT1
COTL12	1.41607553483822e-51	0.960678010530959	0.7	0.426	3.04059738840463e-47	8	COTL1
VAMP8	1.62755864996928e-51	0.501878770398914	0.83	0.453	3.49469393321403e-47	8	VAMP8
LAP3	5.25628628642434e-51	0.331142153911447	0.624	0.251	1.12862979142103e-46	8	LAP3
GNL3	5.6783619014303e-51	0.42281708332856	0.48	0.176	1.21925786747511e-46	8	GNL3
FTL1	7.02347126509888e-51	0.483032147460535	0.993	0.982	1.50807975004203e-46	8	FTL
NANS	1.5149628689398e-50	0.254791371472362	0.629	0.243	3.25292827218753e-46	8	NANS
HINT13	3.83895431902079e-50	0.447518420633731	0.943	0.808	8.24300271380145e-46	8	HINT1
PLEKHG2	1.10531987985129e-49	0.262260962346628	0.338	0.103	2.3733428460167e-45	8	PLEKHG2
PPIA1	1.91505614767692e-49	0.379447777109327	0.96	0.865	4.11200856029189e-45	8	PPIA
TPM4	1.54069235800198e-48	0.374397806284624	0.792	0.376	3.30817463110185e-44	8	TPM4
DUSP5	2.11718332733808e-48	0.615483360027976	0.853	0.494	4.54601604046033e-44	8	DUSP5
PLEKHO1	3.08524239825013e-48	0.260906246238604	0.589	0.227	6.62463247752267e-44	8	PLEKHO1
HSP90B12	9.87211377816833e-48	1.07804372868558	0.915	0.668	2.1197402704483e-43	8	HSP90B1
NACA2	8.29644671401871e-47	0.315111765868111	0.981	0.99	1.7814130384341e-42	8	NACA
BRD4	1.2409255615105e-46	0.329696677741812	0.738	0.334	2.66451536567535e-42	8	BRD4
RPS3A1	2.09551292589212e-46	0.297946179615184	0.988	0.999	4.49948535447556e-42	8	RPS3A
MARCKSL1	3.33757476022923e-46	0.611861228879412	0.844	0.521	7.1664405251642e-42	8	MARCKSL1
PARK71	9.46818433208211e-46	0.407549689252387	0.875	0.565	2.03300853978467e-41	8	PARK7
S100A62	1.86322261804582e-45	0.688335357984719	0.946	0.718	4.00071160546799e-41	8	S100A6
TFRC1	4.51130417017022e-45	0.257015659818519	0.421	0.148	9.6866723141895e-41	8	TFRC
EMP33	8.92189539065213e-45	0.541061491569515	0.891	0.576	1.91570937828082e-40	8	EMP3
SNAI1	1.25450031447768e-44	0.257564354332814	0.286	0.084	2.69366307524648e-40	8	SNAI1
PPIF	6.38931268247314e-44	0.315676434562459	0.461	0.171	1.37191321918063e-39	8	PPIF
SRP14	9.28397864589546e-44	0.445764507896312	0.976	0.902	1.99345589484667e-39	8	SRP14
TOB2	1.14071797515768e-43	0.270781903311855	0.596	0.24	2.44934963625856e-39	8	TOB2
RASGEF1B1	1.53022177381211e-43	0.330403256901854	0.66	0.293	3.28569219272937e-39	8	RASGEF1B
SPCS11	1.68002089587514e-43	0.549737486972454	0.856	0.524	3.6073408676231e-39	8	SPCS1
NR3C12	4.15925100281167e-43	0.656058440221234	0.728	0.407	8.93074375323722e-39	8	NR3C1
RPLP03	7.09924239838122e-43	0.341752185221063	0.969	0.962	1.52434932778042e-38	8	RPLP0
OSTC	8.62421427500178e-43	0.288201686753681	0.697	0.309	1.85179128912838e-38	8	OSTC
HIST1H2AC	9.52685907717519e-43	0.319087447323954	0.4	0.146	2.04560718105106e-38	8	HIST1H2AC
MKNK2	2.58946265308173e-42	0.406478090001665	0.823	0.45	5.56009420869708e-38	8	MKNK2
ERP291	1.20468354956998e-41	0.431187579854639	0.837	0.53	2.58669651763666e-37	8	ERP29
IRF2BP21	5.49875411141317e-41	0.416774944199297	0.87	0.484	1.18069248280264e-36	8	IRF2BP2
USF2	5.64392608074781e-41	0.270547782237011	0.747	0.346	1.21186380805817e-36	8	USF2
NINJ12	7.33971529278445e-41	0.468844431119491	0.745	0.411	1.57598366766668e-36	8	NINJ1
RGS12	1.90749385796508e-40	0.547155956258931	0.927	0.662	4.09577081182261e-36	8	RGS1
SLC20A1	2.19617510513342e-40	0.458088440206009	0.631	0.284	4.71562718574249e-36	8	SLC20A1
BIN11	5.67773882071685e-40	0.33396073664681	0.636	0.292	1.21912407958432e-35	8	BIN1
CYBA2	1.28733742009628e-39	0.346649079344754	0.969	0.936	2.76417090843074e-35	8	CYBA
YBX12	3.15021995981242e-39	0.353490633900948	0.946	0.896	6.76415229770924e-35	8	YBX1
ATG101	7.25735480311001e-39	0.331028931985868	0.534	0.226	1.55829922332378e-34	8	ATG101
EIF3L	7.30764260664578e-39	0.362942748136318	0.783	0.425	1.56909702049898e-34	8	EIF3L
NR4A12	8.9428264674495e-38	0.453670684456487	0.889	0.51	1.92020369909076e-33	8	NR4A1
RPL222	9.0665195892558e-38	0.278063533932942	0.969	0.984	1.94676308620501e-33	8	RPL22
PLK2	1.04230565902035e-37	0.276451834025562	0.43	0.165	2.23803871104849e-33	8	PLK2
ZNF7061	1.13548152206911e-37	0.289551218520609	0.761	0.367	2.4381059241868e-33	8	ZNF706
RPL262	4.12668343959666e-37	0.267430338099182	0.983	0.997	8.86081468150194e-33	8	RPL26
CORO7	4.73665413755809e-37	0.327523990667784	0.553	0.236	1.01705437641647e-32	8	CORO7
FABP52	2.34161258574147e-36	0.272110838394973	0.631	0.289	5.02791054410408e-32	8	FABP5
GNAS2	2.91297113884472e-35	0.289984102061104	0.983	0.9	6.25473162932737e-31	8	GNAS
LRRFIP12	5.36667233174767e-35	0.542329067930217	0.884	0.655	1.15233188307286e-30	8	LRRFIP1
MAP3K2	9.20004318912281e-35	0.263416873684998	0.686	0.323	1.97543327356845e-30	8	MAP3K2
SLC15A41	1.77849602687458e-34	0.382423931501553	0.577	0.286	3.81878666890509e-30	8	SLC15A4
ARPC52	3.13156532112025e-34	0.264401017370896	0.721	0.35	6.72409705750939e-30	8	ARPC5
BCL2L11	3.28439950366323e-34	0.314593885824777	0.619	0.296	7.05226261426569e-30	8	BCL2L11
PSAP1	3.31599525223677e-34	0.300090619663997	0.695	0.36	7.12010500560279e-30	8	PSAP
TUBA1C	4.71690021488628e-34	0.313894933503015	0.747	0.381	1.01281281414038e-29	8	TUBA1C
S100A112	2.39757316865034e-33	0.297073188973489	0.773	0.426	5.14806910772601e-29	8	S100A11
SELENOS1	4.12621333995965e-33	0.343925290887831	0.7	0.364	8.85980528356136e-29	8	SELENOS
KLF32	4.34814833841202e-33	0.328204989491789	0.645	0.321	9.33634411223828e-29	8	KLF3
MXD11	6.26404250893613e-32	0.318381837121571	0.492	0.223	1.34501520751877e-27	8	MXD1
PNP	1.03897735041909e-31	0.323387737061927	0.629	0.31	2.23089216681987e-27	8	PNP
ATP5MF1	1.70252104690939e-31	0.275339445537191	0.816	0.446	3.65565319192384e-27	8	ATP5MF
FAM118A	4.17648301418594e-31	0.298153878048661	0.501	0.227	8.96774432806005e-27	8	FAM118A
RPL27A2	6.73135142812007e-31	0.299234473221476	0.962	0.862	1.44535577864594e-26	8	RPL27A
TIMP12	1.94955694444268e-30	0.340277408713149	0.4	0.176	4.18608867110732e-26	8	TIMP1
GLUL2	5.21227873599915e-30	0.326980869659379	0.73	0.399	1.11918049019374e-25	8	GLUL
COX5A1	5.68283064258383e-30	0.292845534215826	0.842	0.485	1.2202173955756e-25	8	COX5A
RPL36A1	1.48918388854701e-29	0.295118470695293	0.917	0.777	3.19757564548814e-25	8	RPL36A
TOB11	4.04112256774936e-28	0.309676804877549	0.688	0.36	8.67709837747142e-24	8	TOB1
PLEK2	5.55059084640896e-28	0.373083581594581	0.676	0.367	1.19182286654093e-23	8	PLEK
NOP58	4.22197280673375e-27	0.276967970223359	0.678	0.366	9.06542001061871e-23	8	NOP58
UBC1	4.63281833566197e-27	0.271354943932971	1	0.996	9.94758753033338e-23	8	UBC
COX6B12	5.0629916302046e-27	0.274431920492805	0.927	0.637	1.08712556283753e-22	8	COX6B1
SNHG15	7.39375266521745e-27	0.324203789402482	0.761	0.435	1.58758657227549e-22	8	SNHG15
NABP1	2.48978817470991e-26	0.278916254083718	0.369	0.157	5.34607316873712e-22	8	NABP1
SEPT61	2.29357931440091e-25	0.291526283611453	0.801	0.478	4.92477350388164e-21	8	SEPT6
RANBP21	3.91887069132578e-25	0.296560916982054	0.615	0.308	8.41459914841471e-21	8	RANBP2
SEC61G	3.68676650518785e-24	0.400527604766445	0.813	0.536	7.91622503993936e-20	8	SEC61G
DNAJA4	1.25753203920996e-23	0.595429108083226	0.348	0.162	2.70017279459162e-19	8	DNAJA4
ARL4C1	1.50203315190522e-23	0.295304823477182	0.924	0.695	3.22516558377089e-19	8	ARL4C
CKS21	1.86620232775859e-23	0.433833270546117	0.603	0.299	4.00710963816324e-19	8	CKS2
SLC25A62	3.82454602292859e-23	0.303060987066764	0.905	0.767	8.21206522043228e-19	8	SLC25A6
BHLHE401	5.13472037430126e-23	0.274527790395434	0.872	0.618	1.10252715876997e-18	8	BHLHE40
ATF3	7.82258993634202e-23	0.410699416871308	0.771	0.481	1.67966651113136e-18	8	ATF3
PIM31	4.23842526278772e-21	0.257098269560449	0.79	0.508	9.1007467242578e-17	8	PIM3
KDM6B1	4.38372532363426e-21	0.321103591568579	0.903	0.626	9.41273501490749e-17	8	KDM6B
BCL2A12	4.03958378279981e-20	0.443564719702314	0.589	0.348	8.67379429842774e-16	8	BCL2A1
SERPINB12	1.42160343329589e-19	0.351523730914508	0.638	0.388	3.05246689197293e-15	8	SERPINB1
CREM	1.75375669074435e-19	0.386883676175384	0.889	0.674	3.76566636636628e-15	8	CREM
LAPTM52	7.00462604654417e-19	0.278884902313919	0.889	0.712	1.50403330471397e-14	8	LAPTM5
TNFAIP82	1.39364390571444e-18	0.286873318088699	0.466	0.241	2.99243219435005e-14	8	TNFAIP8
ZFAND2A1	1.71212132553439e-17	0.84184261239784	0.655	0.398	3.67626691018744e-13	8	ZFAND2A
TAGLN21	3.35469271593813e-17	0.251665095135469	0.936	0.779	7.20319619966236e-13	8	TAGLN2
CHCHD21	1.36039422992174e-15	0.251662609046929	0.936	0.828	2.92103849048795e-11	8	CHCHD2
TWISTNB1	1.74260535421846e-15	0.304691228937104	0.558	0.321	3.74172221657787e-11	8	TWISTNB
S100A101	1.94869710037474e-15	0.817036729730968	0.844	0.782	4.18424241392464e-11	8	S100A10
DBI1	3.0280773070729e-15	0.384209916677943	0.851	0.666	6.50188759374693e-11	8	DBI
MRPL18	4.42881619137585e-15	0.330067352309535	0.553	0.318	9.50955412612223e-11	8	MRPL18
HSPH11	1.09597767014053e-14	0.416228189150884	0.797	0.564	2.35328325332574e-10	8	HSPH1
CHMP1B1	2.74070367350749e-14	0.321957697274916	0.818	0.596	5.88483892775528e-10	8	CHMP1B
ZC3HAV1	9.60922380402624e-14	0.277627124660766	0.813	0.567	2.06329253520051e-09	8	ZC3HAV1
BAG3	1.62416431900807e-11	0.837713714616479	0.303	0.178	3.48740562577413e-07	8	BAG3
GZMB1	3.89179394241577e-11	0.740775331168815	0.593	0.495	8.35645995315513e-07	8	GZMB
HSPB12	4.33752341284621e-10	0.951893982702129	0.65	0.475	9.31353027206339e-06	8	HSPB1
HNRNPU	3.95944137542773e-09	0.251911636463965	0.948	0.749	8.50171252131842e-05	8	HNRNPU
HSPA1B1	3.75379112438599e-06	0.271158644232482	0.702	0.516	0.0806014030228161	8	HSPA1B
HSPD1	5.70897999931717e-06	0.394034170806187	0.924	0.764	0.122583218545338	8	HSPD1
CST32	0	4.03991515094769	1	0.125	0	9	CST3
HLA-DRA3	0	3.54099877198853	1	0.297	0	9	HLA-DRA
LYZ2	0	3.42924030998268	0.986	0.046	0	9	LYZ
CPVL2	0	3.00134292917018	0.983	0.023	0	9	CPVL
HLA-DQA13	0	2.9342107896005	0.997	0.18	0	9	HLA-DQA1
HLA-DQB13	0	2.75727686238167	1	0.272	0	9	HLA-DQB1
DNASE1L31	0	2.05413736338575	0.826	0.004	0	9	DNASE1L3
C1orf54	0	2.04423708745538	0.968	0.011	0	9	C1orf54
LGALS2	0	1.96417866055767	0.948	0.004	0	9	LGALS2
BASP15	0	1.79150067269567	0.948	0.077	0	9	BASP1
CLEC9A	0	1.76303861581729	0.942	0.001	0	9	CLEC9A
HLA-DMA3	0	1.76042695262067	0.98	0.169	0	9	HLA-DMA
RGS103	0	1.6647462921718	0.971	0.212	0	9	RGS10
SGK12	0	1.57250216117075	0.864	0.164	0	9	SGK1
C1orf1623	0	1.5282655193216	0.957	0.188	0	9	C1orf162
CPNE3	0	1.47076395685739	0.933	0.166	0	9	CPNE3
IDO1	0	1.43335502008431	0.812	0.002	0	9	IDO1
G0S21	0	1.30743407838332	0.452	0.036	0	9	G0S2
AIF12	0	1.29175670411437	0.954	0.055	0	9	AIF1
PPT11	0	1.28467429229057	0.872	0.106	0	9	PPT1
SHTN1	0	1.26430564715534	0.942	0.008	0	9	SHTN1
S100B	0	1.25931102125191	0.423	0.013	0	9	S100B
TACSTD2	0	1.19286880274576	0.562	0.001	0	9	TACSTD2
FCGRT2	0	1.18939426379006	0.878	0.073	0	9	FCGRT
HLA-DMB2	0	1.16940187392073	0.887	0.066	0	9	HLA-DMB
CXCL82	0	1.15894421633361	0.516	0.045	0	9	CXCL8
KLF42	0	1.13624449357907	0.803	0.088	0	9	KLF4
CXCL162	0	1.12122721231035	0.814	0.046	0	9	CXCL16
GRN2	0	1.09850992647217	0.849	0.074	0	9	GRN
RAB321	0	1.09329366383241	0.832	0.035	0	9	RAB32
BATF31	0	1.07153160720052	0.855	0.017	0	9	BATF3
SPI12	0	1.00547999991164	0.861	0.045	0	9	SPI1
C15orf48	0	0.998219710709284	0.484	0.017	0	9	C15orf48
RNASE61	0	0.908959717327575	0.577	0.018	0	9	RNASE6
CCND1	0	0.907386716772239	0.672	0.02	0	9	CCND1
LGMN1	0	0.904350098297763	0.757	0.022	0	9	LGMN
WDFY4	0	0.902262271777685	0.757	0.005	0	9	WDFY4
TSPAN331	0	0.863906230405759	0.774	0.04	0	9	TSPAN33
IFI302	0	0.857661642497917	0.681	0.063	0	9	IFI30
C20orf272	0	0.85179664273153	0.806	0.083	0	9	C20orf27
PLAUR2	0	0.839521534331172	0.757	0.092	0	9	PLAUR
CLEC7A1	0	0.839399517837379	0.823	0.041	0	9	CLEC7A
SPINT21	0	0.836346951370521	0.8	0.037	0	9	SPINT2
AC020656.1	0	0.819373510120945	0.678	0.012	0	9	AC020656.1
LY862	0	0.793669664349102	0.725	0.022	0	9	LY86
MPEG11	0	0.777374554172562	0.626	0.021	0	9	MPEG1
MNDA1	0	0.772122367321747	0.667	0.028	0	9	MNDA
CADM1	0	0.758006644451329	0.681	0.02	0	9	CADM1
CCDC88A2	0	0.755725546226592	0.748	0.072	0	9	CCDC88A
C12orf451	0	0.731955033182635	0.652	0.067	0	9	C12orf45
GNA152	0	0.726300356224101	0.748	0.098	0	9	GNA15
CSF2RA1	0	0.711548270686126	0.629	0.013	0	9	CSF2RA
SERPINF11	0	0.708013029770798	0.594	0.009	0	9	SERPINF1
DAPP11	0	0.678023765573737	0.713	0.053	0	9	DAPP1
ALDH21	0	0.669350738082336	0.62	0.016	0	9	ALDH2
NAAA1	0	0.661998105741291	0.713	0.082	0	9	NAAA
RAB7B	0	0.661760237101548	0.519	0.001	0	9	RAB7B
HLA-DOB	0	0.655367080626899	0.632	0.012	0	9	HLA-DOB
NET1	0	0.64202158943357	0.583	0.03	0	9	NET1
ETV61	0	0.627554142369561	0.696	0.088	0	9	ETV6
CLIC21	0	0.618634451581587	0.62	0.007	0	9	CLIC2
NME41	0	0.615317278059743	0.658	0.052	0	9	NME4
CD401	0	0.609727133549886	0.513	0.028	0	9	CD40
CLNK	0	0.584364538661077	0.594	0.039	0	9	CLNK
FLT31	0	0.58041697419988	0.58	0.003	0	9	FLT3
VMO11	0	0.57922357394043	0.47	0.014	0	9	VMO1
DST	0	0.571397392436006	0.58	0.018	0	9	DST
PHACTR13	0	0.568664509957716	0.557	0.047	0	9	PHACTR1
RNF144B2	0	0.543285983392416	0.536	0.031	0	9	RNF144B
MEF2C4	0	0.533244403885089	0.559	0.051	0	9	MEF2C
VDR	0	0.53163819770022	0.496	0.019	0	9	VDR
THBD1	0	0.526782062899185	0.397	0.006	0	9	THBD
RAB312	0	0.521393097500143	0.617	0.024	0	9	RAB31
IL1R21	0	0.513854576808007	0.319	0.011	0	9	IL1R2
SLAMF8	0	0.509649539571672	0.516	0.005	0	9	SLAMF8
ACTN1	0	0.506800269978794	0.554	0.023	0	9	ACTN1
NDRG2	0	0.493962981074102	0.539	0.009	0	9	NDRG2
GPR157	0	0.487438330348261	0.438	0.007	0	9	GPR157
DSE1	0	0.481457837773586	0.603	0.061	0	9	DSE
PAK12	0	0.475769215347264	0.617	0.055	0	9	PAK1
TGFBI2	0	0.475174775852527	0.554	0.021	0	9	TGFBI
SMCO42	0	0.474669848226357	0.533	0.034	0	9	SMCO4
IFNGR23	0	0.462590816061255	0.551	0.051	0	9	IFNGR2
CYP2S1	0	0.462249846694839	0.467	0.002	0	9	CYP2S1
RUBCNL	0	0.444843759725066	0.438	0.005	0	9	RUBCNL
ENPP1	0	0.43889667528844	0.406	0.002	0	9	ENPP1
CD862	0	0.434716800999726	0.533	0.027	0	9	CD86
TNFAIP21	0	0.428397718632015	0.475	0.028	0	9	TNFAIP2
ANPEP	0	0.425552197696732	0.438	0.01	0	9	ANPEP
DPYSL21	0	0.422015380004136	0.583	0.055	0	9	DPYSL2
EGLN31	0	0.417303104560385	0.412	0.012	0	9	EGLN3
FGD22	0	0.414778447011068	0.539	0.024	0	9	FGD2
CIITA1	0	0.414392527771005	0.432	0.015	0	9	CIITA
LYRM4	0	0.401299627692421	0.557	0.053	0	9	LYRM4
SERPINF2	0	0.399712888301922	0.461	0.002	0	9	SERPINF2
MGST21	0	0.39574445989907	0.574	0.052	0	9	MGST2
GNG73	0	0.380931413897154	0.464	0.026	0	9	GNG7
XCR1	0	0.377976850442432	0.388	0	0	9	XCR1
SIGLEC101	0	0.377640273334084	0.426	0.024	0	9	SIGLEC10
CCSER1	0	0.377348423061764	0.397	0.003	0	9	CCSER1
SULF21	0	0.369727080659301	0.47	0.027	0	9	SULF2
PLCD1	0	0.364621435889192	0.432	0.01	0	9	PLCD1
SEMA7A1	0	0.355087006600881	0.47	0.039	0	9	SEMA7A
AIM2	0	0.354866094826055	0.388	0.018	0	9	AIM2
HCK1	0	0.349933694434743	0.467	0.029	0	9	HCK
CTSH3	0	0.346129088674433	0.516	0.044	0	9	CTSH
DBN1	0	0.343698411066377	0.397	0.015	0	9	DBN1
SEMA4A1	0	0.340881139554862	0.528	0.051	0	9	SEMA4A
KCTD12	0	0.331163166263671	0.383	0.012	0	9	KCTD12
ICOSLG1	0	0.32714295554058	0.412	0.026	0	9	ICOSLG
ACER3	0	0.323293565784127	0.484	0.037	0	9	ACER3
KIF16B	0	0.319450214347607	0.394	0.016	0	9	KIF16B
RAB20	0	0.315557412762564	0.351	0.011	0	9	RAB20
VAC14	0	0.31087079389896	0.452	0.022	0	9	VAC14
MARCH11	0	0.304952653739656	0.362	0.016	0	9	MARCH1
RAB34	0	0.303205679071913	0.475	0.032	0	9	RAB34
SLC24A4	0	0.302785897973157	0.322	0.011	0	9	SLC24A4
NAGA1	0	0.300954584565305	0.409	0.031	0	9	NAGA
P2RY141	0	0.300257317893347	0.351	0.008	0	9	P2RY14
LRRK2	0	0.29527240710613	0.319	0.012	0	9	LRRK2
TUBB61	0	0.29398037119743	0.307	0.007	0	9	TUBB6
PTK2	0	0.292633038246659	0.374	0.01	0	9	PTK2
PKP2	0	0.289876953077913	0.31	0.011	0	9	PKP2
FKBP1B	0	0.289248651395993	0.374	0.011	0	9	FKBP1B
QPCT	0	0.286031755167839	0.316	0.016	0	9	QPCT
PLBD1	0	0.284695705185692	0.365	0.008	0	9	PLBD1
CTTNBP2NL	0	0.282707632064743	0.342	0.006	0	9	CTTNBP2NL
BCL11A2	0	0.282020677956838	0.357	0.016	0	9	BCL11A
SLC8A11	0	0.281358985279838	0.322	0.019	0	9	SLC8A1
PKIB	0	0.280338170736109	0.316	0.017	0	9	PKIB
C19orf381	0	0.279507311056768	0.426	0.033	0	9	C19orf38
IMPA2	0	0.276767501422492	0.365	0.02	0	9	IMPA2
GNB4	0	0.276315443531773	0.365	0.017	0	9	GNB4
SCARB1	0	0.269421170498372	0.29	0.004	0	9	SCARB1
MGST1	0	0.268340584113894	0.287	0.002	0	9	MGST1
CDK2AP1	0	0.267207496736712	0.357	0.01	0	9	CDK2AP1
SH3BP41	0	0.266257054961889	0.278	0.004	0	9	SH3BP4
PPY	0	0.265189979322665	0.301	0	0	9	PPY
CALCRL1	0	0.261684138999088	0.267	0.005	0	9	CALCRL
GM2A	0	0.260142787750625	0.336	0.021	0	9	GM2A
ZNF385A1	0	0.259363207198156	0.394	0.023	0	9	ZNF385A
ADAP21	0	0.253314527418787	0.304	0.013	0	9	ADAP2
ASB2	0	0.250749281330005	0.33	0.021	0	9	ASB2
FNIP22	1.02303768567633e-306	0.568857273710094	0.603	0.067	2.19666651868421e-302	9	FNIP2
CTSZ3	4.1802725830972e-305	1.3837257841366	0.965	0.236	8.97588129042631e-301	9	CTSZ
CCDC126	1.37592515691373e-304	0.307296587308344	0.403	0.031	2.95438649692516e-300	9	CCDC126
CSRP1	8.84362370263231e-300	0.561942407065743	0.693	0.087	1.89890288142921e-295	9	CSRP1
LGALS92	1.07580614773237e-297	0.703492394979453	0.817	0.124	2.30997096041095e-293	9	LGALS9
ZFHX3	6.2266332437569e-294	0.364818794245234	0.394	0.031	1.33698269009948e-289	9	ZFHX3
STX3	1.67887802342246e-285	0.258345297368258	0.368	0.028	3.60488689189271e-281	9	STX3
HDAC9	1.5080201921179e-284	0.446617340878868	0.588	0.067	3.23802095651555e-280	9	HDAC9
ASAP11	7.75910886982562e-283	0.67866153977394	0.788	0.12	1.66603585652896e-278	9	ASAP1
TIMP22	1.49453445762239e-282	0.361371139249088	0.533	0.056	3.20906438740679e-278	9	TIMP2
YBX32	4.06665098869794e-280	1.11438343702623	0.858	0.159	8.73191300293223e-276	9	YBX3
PPA11	6.89374697604599e-269	1.27813126533828	0.919	0.229	1.4802253506966e-264	9	PPA1
FGL23	1.68159759823213e-266	0.985085175329953	0.852	0.154	3.61072636292403e-262	9	FGL2
EMILIN21	2.65137483795049e-262	0.257307748613172	0.391	0.033	5.6930320520473e-258	9	EMILIN2
ROGDI1	9.3264353615399e-262	0.320973958191732	0.446	0.043	2.00257220082985e-257	9	ROGDI
HLA-DPB13	2.57588028606245e-261	3.14577765069244	1	0.46	5.53093015023328e-257	9	HLA-DPB1
CALHM61	7.49237022596545e-261	0.325615392493972	0.429	0.04	1.6087617349193e-256	9	CALHM6
AP1S22	1.89105621695492e-258	0.829466461907145	0.835	0.152	4.06047590904561e-254	9	AP1S2
MCUR1	2.05410391301619e-258	0.43664230569654	0.643	0.085	4.41057192202835e-254	9	MCUR1
HLA-DRB13	2.70489264672348e-258	3.21905375438514	1	0.471	5.80794549104465e-254	9	HLA-DRB1
SNX33	7.07704420368136e-258	2.01698677208497	0.986	0.411	1.51958293141446e-253	9	SNX3
PHLDA21	7.19805867296317e-258	0.773900181352305	0.614	0.082	1.54556715825865e-253	9	PHLDA2
JDP21	9.86090888109494e-258	0.28208626045126	0.307	0.022	2.1173343549487e-253	9	JDP2
HMOX11	3.74311452346232e-255	0.829739747098301	0.554	0.068	8.03721550477828e-251	9	HMOX1
NRARP2	7.01415021906588e-254	0.774919245980268	0.672	0.1	1.50607833503783e-249	9	NRARP
HLA-DPA13	1.90715560648525e-250	3.20537016707437	1	0.514	4.09504451824514e-246	9	HLA-DPA1
TMEM14A	7.21726119585565e-250	0.326990707880841	0.458	0.047	1.54969032397412e-245	9	TMEM14A
HSDL2	1.15000737866233e-247	0.342703453468659	0.455	0.047	2.46929584346375e-243	9	HSDL2
CYB5R3	9.19668767805378e-245	0.55903143261745	0.754	0.12	1.97471277823171e-240	9	CYB5R3
MFSD11	2.11196524088604e-244	0.34008852481526	0.525	0.061	4.53481176523051e-240	9	MFSD1
CXCL22	1.12379389566986e-243	0.707583495398981	0.386	0.036	2.41301025278233e-239	9	CXCL2
GNA121	8.23824102954245e-241	0.26674037929879	0.426	0.042	1.76891511386335e-236	9	GNA12
ADA21	2.86032430287053e-236	0.397708407096845	0.554	0.07	6.14168834312361e-232	9	ADA2
ANXA52	9.77220356578899e-236	0.900475848216441	0.893	0.198	2.09828754964621e-231	9	ANXA5
EDEM11	1.66978824797436e-235	0.449969877456451	0.574	0.075	3.58536932605054e-231	9	EDEM1
GCA1	1.88598441401746e-235	0.294139427103457	0.449	0.048	4.04958573377829e-231	9	GCA
GPR1833	8.3975418110579e-233	0.863988982916967	0.71	0.123	1.80312017767035e-228	9	GPR183
RASSF22	7.08526462961464e-232	0.271873465216692	0.403	0.039	1.52134802127085e-227	9	RASSF2
TMEM14C2	8.30810477346565e-230	0.513921674457337	0.707	0.113	1.78391625695854e-225	9	TMEM14C
KCNK6	2.63072172728722e-229	0.455104618040407	0.53	0.067	5.64868569283112e-225	9	KCNK6
PDE4DIP	7.46165909647534e-228	0.352223653704992	0.432	0.046	1.60216744119519e-223	9	PDE4DIP
BID2	5.04287841265673e-226	0.897290924962899	0.843	0.183	1.08280685276565e-221	9	BID
CD743	1.68358713379382e-225	3.0460951431905	1	0.765	3.61499829368208e-221	9	CD74
HPS5	4.40902336436102e-223	0.280443658676183	0.432	0.046	9.46705496795599e-219	9	HPS5
ADAM281	1.25657876504444e-222	0.348760107282821	0.496	0.059	2.69812592430343e-218	9	ADAM28
CAMK2D	1.02884552949374e-212	0.391968281785405	0.571	0.079	2.20913712092896e-208	9	CAMK2D
WARS1	3.85172586878391e-210	0.408933122097845	0.525	0.07	8.27042578545282e-206	9	WARS
HMGA12	9.57714051017631e-210	0.823812514553946	0.838	0.189	2.05640361034506e-205	9	HMGA1
REEP31	3.45022859076573e-209	0.375911691012044	0.586	0.084	7.40833083009217e-205	9	REEP3
ANXA22	1.01672012992353e-203	0.895125296717046	0.87	0.207	2.1831014629718e-199	9	ANXA2
PPP1R14B2	9.80593986664423e-203	0.858930346513827	0.896	0.232	2.10553140816585e-198	9	PPP1R14B
HLA-DRB52	2.17506042299625e-202	2.38743663300932	0.777	0.175	4.67028974025754e-198	9	HLA-DRB5
NLRP32	6.18261790231324e-200	0.502809683133816	0.406	0.047	1.3275317159847e-195	9	NLRP3
SRGAP21	1.7945986777798e-199	0.346541420379876	0.452	0.056	3.85336228092878e-195	9	SRGAP2
PLPP1	3.90604141861556e-199	0.261111413735515	0.348	0.034	8.38705213405133e-195	9	PLPP1
TNFRSF10B	1.75523103767659e-197	0.37433064887095	0.51	0.069	3.76883208409917e-193	9	TNFRSF10B
